UserId,SessionId,ArticleID Served,Article Rank,Click,Time Spent (seconds)
6,1,1182,7,False,0
6,1,51,8,True,61
6,1,3495,9,True,83
6,1,2927,10,False,0
6,2,1497,1,False,0
6,2,4438,2,True,66
6,2,1212,3,False,0
6,2,4628,4,False,0
6,2,2506,5,False,0
6,2,1840,6,False,0
6,2,2997,7,False,0
6,2,2506,8,True,30
6,2,876,9,False,0
6,2,1117,10,True,68
6,3,1919,1,False,0
6,3,1933,2,False,0
6,3,3479,3,False,0
6,3,3585,4,True,97
6,3,2846,5,True,64
6,3,3978,6,False,0
6,3,112,7,True,59
6,3,1161,8,False,0
6,3,4063,9,True,11
6,3,498,10,False,0
6,4,3187,1,True,50
6,4,856,2,False,0
6,4,3247,3,True,54
6,4,3125,4,False,0
6,4,4631,5,True,55
6,4,127,6,True,68
6,4,4384,7,False,0
6,4,542,8,False,0
6,4,4819,9,True,17
6,4,48,10,True,25
6,5,3217,1,True,76
6,5,511,2,False,0
6,5,956,3,False,0
6,5,3289,4,False,0
6,5,2591,5,False,0
6,5,582,6,False,0
6,5,1065,7,False,0
6,5,4233,8,False,0
6,5,96,9,True,14
6,5,4640,10,False,0
6,6,907,1,True,51
6,6,1559,2,False,0
6,6,1421,3,True,43
6,6,1698,4,False,0
6,6,408,5,True,21
6,6,1857,6,False,0
6,6,3382,7,True,13
6,6,3333,8,False,0
6,6,4697,9,False,0
6,6,4511,10,False,0
6,7,284,1,False,0
6,7,666,2,True,99
6,7,980,3,True,88
6,7,2012,4,False,0
6,7,3321,5,True,27
6,7,2246,6,True,28
6,7,1976,7,False,0
6,7,2245,8,True,41
6,7,2867,9,False,0
6,7,3837,10,True,75
6,8,1788,1,True,69
6,8,4122,2,False,0
6,8,2533,3,True,64
6,8,4814,4,False,0
6,8,1989,5,False,0
6,8,1848,6,True,64
6,8,1297,7,True,14
6,8,1724,8,True,81
6,8,3922,9,True,39
6,8,3961,10,False,0
6,9,3446,1,True,20
6,9,3479,2,True,85
6,9,1955,3,False,0
6,9,159,4,False,0
6,9,1373,5,False,0
6,9,561,6,False,0
6,9,4503,7,False,0
6,9,4507,8,False,0
6,9,1166,9,True,95
6,9,2608,10,False,0
7,1,205,1,False,0
7,1,1363,2,False,0
7,1,726,3,False,0
7,1,2480,4,False,0
7,1,1099,5,True,34
7,1,1005,6,False,0
7,1,2501,7,True,49
7,1,4147,8,False,0
7,1,4246,9,True,44
7,1,1452,10,True,94
8,1,2919,1,False,0
8,1,791,2,True,84
8,1,2619,3,False,0
8,1,2867,4,True,16
8,1,3276,5,True,23
8,1,1569,6,True,23
8,1,2240,7,True,86
8,1,1329,8,True,24
8,1,216,9,True,86
8,1,4668,10,False,0
9,1,988,1,True,82
9,1,3801,2,True,83
9,1,3111,3,True,53
9,1,1580,4,False,0
9,1,2991,5,True,75
9,1,2368,6,False,0
9,1,1150,7,True,98
9,1,4367,8,False,0
9,1,3562,9,False,0
9,1,4093,10,False,0
9,2,1766,1,False,0
9,2,2807,2,True,27
9,2,1016,3,True,29
9,2,2114,4,True,59
9,2,1976,5,False,0
9,2,792,6,True,31
9,2,2585,7,False,0
9,2,2232,8,True,24
9,2,4323,9,True,32
9,2,125,10,False,0
10,1,2641,1,True,84
10,1,4210,2,True,95
10,1,2079,3,True,58
10,1,2510,4,True,64
10,1,4813,5,True,11
10,1,3729,6,True,35
10,1,1286,7,False,0
10,1,3633,8,True,39
10,1,290,9,False,0
10,1,3361,10,False,0
10,2,274,1,False,0
10,2,4377,2,True,40
10,2,899,3,False,0
10,2,646,4,True,67
10,2,1935,5,False,0
10,2,1994,6,True,61
10,2,330,7,True,52
10,2,3080,8,False,0
10,2,4537,9,False,0
10,2,921,10,False,0
10,3,1694,1,False,0
10,3,2212,2,False,0
10,3,3322,3,False,0
10,3,2460,4,True,48
10,3,1645,5,True,39
10,3,525,6,True,61
10,3,3974,7,True,36
10,3,3435,8,False,0
10,3,3795,9,False,0
10,3,521,10,False,0
10,4,799,1,False,0
10,4,1371,2,True,51
10,4,1105,3,True,19
10,4,649,4,False,0
10,4,4396,5,False,0
10,4,4344,6,True,38
10,4,2235,7,False,0
10,4,3785,8,True,69
10,4,4114,9,True,84
10,4,1818,10,False,0
10,5,1238,1,True,18
10,5,2659,2,True,84
10,5,1590,3,False,0
10,5,1844,4,False,0
10,5,4414,5,False,0
10,5,2346,6,False,0
10,5,4283,7,True,91
10,5,3203,8,True,71
10,5,3776,9,False,0
10,5,4275,10,True,85
10,6,4026,1,True,41
10,6,31,2,True,84
10,6,4453,3,True,94
10,6,3866,4,False,0
10,6,2677,5,False,0
10,6,581,6,False,0
10,6,1953,7,True,68
10,6,3929,8,False,0
10,6,3339,9,False,0
10,6,1456,10,True,84
11,1,780,1,True,23
11,1,2455,2,True,87
11,1,2415,3,False,0
11,1,2483,4,False,0
11,1,3876,5,True,42
11,1,1116,6,False,0
11,1,1823,7,True,87
11,1,4362,8,True,92
11,1,2705,9,True,19
11,1,2989,10,True,55
11,2,4363,1,True,93
11,2,3417,2,False,0
11,2,4729,3,True,20
11,2,1543,4,False,0
11,2,822,5,True,22
11,2,2679,6,False,0
11,2,418,7,True,85
11,2,535,8,True,26
11,2,2720,9,False,0
11,2,1410,10,False,0
11,3,4600,1,True,40
11,3,2764,2,False,0
11,3,321,3,False,0
11,3,150,4,True,74
11,3,3693,5,False,0
11,3,4324,6,False,0
11,3,2502,7,False,0
11,3,3414,8,True,18
11,3,3031,9,False,0
11,3,2574,10,True,76
11,4,1285,1,False,0
11,4,2484,2,False,0
11,4,2194,3,True,71
11,4,4291,4,False,0
11,4,740,5,False,0
11,4,1550,6,False,0
11,4,2780,7,False,0
11,4,2851,8,False,0
11,4,2322,9,True,82
11,4,3592,10,False,0
11,5,4732,1,False,0
11,5,2424,2,False,0
11,5,4637,3,False,0
11,5,329,4,True,54
11,5,993,5,False,0
11,5,1529,6,False,0
11,5,767,7,False,0
11,5,3903,8,False,0
11,5,3355,9,False,0
11,5,1450,10,True,98
11,6,2175,1,False,0
11,6,2256,2,True,65
11,6,78,3,True,30
11,6,3571,4,False,0
11,6,698,5,False,0
11,6,993,6,True,32
11,6,67,7,False,0
11,6,1738,8,False,0
11,6,3335,9,True,12
11,6,1126,10,False,0
12,1,2767,1,False,0
12,1,876,2,False,0
12,1,1490,3,False,0
12,1,2250,4,True,81
12,1,4464,5,False,0
12,1,445,6,False,0
12,1,3392,7,True,11
12,1,2058,8,False,0
12,1,204,9,True,77
12,1,4205,10,True,25
12,2,2226,1,True,12
12,2,1748,2,True,26
12,2,2696,3,False,0
12,2,944,4,True,16
12,2,2824,5,False,0
12,2,3463,6,True,39
12,2,3646,7,True,28
12,2,1160,8,False,0
12,2,276,9,True,40
12,2,1923,10,True,28
12,3,4638,1,True,51
12,3,1845,2,True,97
12,3,793,3,True,26
12,3,800,4,True,89
12,3,4505,5,True,28
12,3,4586,6,False,0
12,3,3683,7,False,0
12,3,4353,8,False,0
12,3,3444,9,True,82
12,3,1056,10,False,0
13,1,4057,1,True,60
13,1,3310,2,False,0
13,1,2349,3,True,77
13,1,1017,4,False,0
13,1,263,5,False,0
13,1,373,6,False,0
13,1,2202,7,False,0
13,1,1421,8,False,0
13,1,1319,9,True,96
13,1,2911,10,False,0
14,1,3116,1,True,71
14,1,1640,2,False,0
14,1,3027,3,False,0
14,1,282,4,True,35
14,1,4230,5,True,16
14,1,3871,6,False,0
14,1,882,7,True,92
14,1,3180,8,False,0
14,1,3216,9,True,40
14,1,1391,10,True,59
15,1,1959,1,False,0
15,1,558,2,False,0
15,1,811,3,True,50
15,1,640,4,False,0
15,1,3611,5,True,49
15,1,3293,6,False,0
15,1,772,7,False,0
15,1,2696,8,True,87
15,1,922,9,False,0
15,1,4732,10,True,16
15,2,604,1,True,51
15,2,499,2,False,0
15,2,257,3,False,0
15,2,1685,4,True,91
15,2,1108,5,True,41
15,2,1182,6,False,0
15,2,604,7,True,93
15,2,2745,8,True,85
15,2,1736,9,False,0
15,2,355,10,True,96
15,3,479,1,True,94
15,3,1309,2,False,0
15,3,289,3,True,58
15,3,1455,4,True,46
15,3,3359,5,False,0
15,3,2602,6,False,0
15,3,34,7,False,0
15,3,1484,8,False,0
15,3,311,9,True,95
15,3,345,10,True,44
15,4,3855,1,False,0
15,4,1220,2,True,28
15,4,2886,3,False,0
15,4,1557,4,False,0
15,4,936,5,False,0
15,4,1644,6,True,14
15,4,1092,7,True,56
15,4,2395,8,True,28
15,4,977,9,True,47
15,4,358,10,False,0
15,5,1385,1,False,0
15,5,2498,2,False,0
15,5,1720,3,True,53
15,5,4752,4,True,35
15,5,3459,5,False,0
15,5,64,6,True,57
15,5,4703,7,True,19
15,5,1369,8,False,0
15,5,3378,9,False,0
15,5,2232,10,True,30
15,6,1629,1,False,0
15,6,538,2,False,0
15,6,1077,3,True,75
15,6,2325,4,True,96
15,6,2192,5,True,64
15,6,1933,6,True,21
15,6,724,7,False,0
15,6,2268,8,False,0
15,6,3286,9,True,35
15,6,260,10,False,0
15,7,3971,1,True,51
15,7,3339,2,False,0
15,7,2294,3,True,22
15,7,1365,4,True,52
15,7,1029,5,True,64
15,7,2269,6,True,88
15,7,692,7,False,0
15,7,1151,8,False,0
15,7,2929,9,True,37
15,7,1581,10,True,93
15,8,3560,1,True,93
15,8,3472,2,True,73
15,8,75,3,False,0
15,8,4636,4,False,0
15,8,2403,5,True,94
15,8,1978,6,True,24
15,8,4811,7,True,24
15,8,4263,8,True,12
15,8,4601,9,False,0
15,8,3654,10,True,30
15,9,4599,1,False,0
15,9,2503,2,False,0
15,9,1999,3,True,59
15,9,1483,4,True,37
15,9,2077,5,True,11
15,9,3405,6,False,0
15,9,3808,7,False,0
15,9,3238,8,True,85
15,9,1722,9,True,81
15,9,2367,10,False,0
15,10,4108,1,False,0
15,10,1599,2,False,0
15,10,3175,3,True,68
15,10,1260,4,False,0
15,10,3887,5,True,28
15,10,1436,6,False,0
15,10,4239,7,False,0
15,10,1217,8,True,47
15,10,3097,9,True,36
15,10,883,10,True,37
15,11,1150,1,True,50
15,11,2777,2,False,0
15,11,3066,3,True,73
15,11,3100,4,True,85
15,11,452,5,False,0
15,11,3310,6,False,0
15,11,791,7,True,10
15,11,4647,8,False,0
15,11,717,9,True,30
15,11,2520,10,False,0
15,12,3920,1,False,0
15,12,2403,2,True,34
15,12,1564,3,False,0
15,12,1869,4,False,0
15,12,2377,5,False,0
15,12,799,6,False,0
15,12,4006,7,True,99
15,12,2233,8,True,13
15,12,1737,9,False,0
15,12,998,10,False,0
15,13,1168,1,False,0
15,13,3104,2,False,0
15,13,3210,3,False,0
15,13,2168,4,False,0
15,13,3148,5,True,37
15,13,2636,6,False,0
15,13,4174,7,True,48
15,13,2823,8,True,34
15,13,4251,9,True,86
15,13,482,10,True,86
16,1,155,1,False,0
16,1,4749,2,True,36
16,1,2748,3,False,0
16,1,277,4,True,32
16,1,262,5,True,46
16,1,2882,6,False,0
16,1,638,7,True,86
16,1,2704,8,False,0
16,1,2249,9,False,0
16,1,4343,10,True,51
16,2,3279,1,False,0
16,2,1893,2,True,18
16,2,317,3,True,10
16,2,470,4,True,88
16,2,4777,5,False,0
16,2,4598,6,True,75
16,2,2875,7,False,0
16,2,2865,8,False,0
16,2,388,9,True,58
16,2,167,10,False,0
16,3,725,1,True,30
16,3,3677,2,False,0
16,3,4315,3,False,0
16,3,2923,4,True,59
16,3,2790,5,False,0
16,3,4796,6,False,0
16,3,996,7,False,0
16,3,1696,8,True,49
16,3,4145,9,False,0
16,3,2608,10,True,30
16,4,3018,1,True,36
16,4,2579,2,True,87
16,4,4331,3,True,30
16,4,3714,4,False,0
16,4,266,5,True,79
16,4,3007,6,False,0
16,4,3831,7,True,88
16,4,1717,8,True,86
16,4,2343,9,True,42
16,4,1839,10,True,96
16,5,215,1,False,0
16,5,2369,2,True,13
16,5,2496,3,False,0
16,5,113,4,False,0
16,5,2510,5,False,0
16,5,1674,6,False,0
16,5,1207,7,False,0
16,5,4426,8,False,0
16,5,3551,9,False,0
16,5,2067,10,False,0
16,6,1768,1,False,0
16,6,4144,2,False,0
16,6,3834,3,False,0
16,6,912,4,False,0
16,6,3232,5,True,34
16,6,951,6,True,30
16,6,2808,7,False,0
16,6,901,8,False,0
16,6,110,9,True,40
16,6,4650,10,False,0
17,1,4717,1,False,0
17,1,189,2,False,0
17,1,4622,3,True,28
17,1,4048,4,True,65
17,1,431,5,True,21
17,1,3325,6,False,0
17,1,3123,7,False,0
17,1,4827,8,False,0
17,1,1827,9,True,42
17,1,1684,10,True,14
17,2,3972,1,False,0
17,2,568,2,True,46
17,2,4456,3,False,0
17,2,4064,4,False,0
17,2,1711,5,False,0
17,2,3125,6,True,48
17,2,2879,7,True,18
17,2,1783,8,True,62
17,2,2907,9,False,0
17,2,101,10,False,0
18,1,409,1,True,16
18,1,3426,2,True,10
18,1,2203,3,False,0
18,1,98,4,False,0
18,1,1209,5,False,0
18,1,2808,6,True,16
18,1,2345,7,True,78
18,1,1231,8,True,78
18,1,1060,9,False,0
18,1,83,10,False,0
18,2,2653,1,False,0
18,2,1522,2,False,0
18,2,888,3,True,62
18,2,1320,4,True,88
18,2,3723,5,False,0
18,2,2885,6,True,58
18,2,4269,7,True,39
18,2,3382,8,True,11
18,2,4493,9,True,86
18,2,1888,10,True,58
18,3,1187,1,True,85
18,3,3671,2,True,38
18,3,4267,3,True,69
18,3,1020,4,True,62
18,3,3566,5,True,47
18,3,1384,6,False,0
18,3,3669,7,True,73
18,3,3787,8,True,71
18,3,2951,9,True,96
18,3,1990,10,False,0
19,1,2356,1,False,0
19,1,2428,2,True,16
19,1,433,3,False,0
19,1,3957,4,False,0
19,1,3107,5,False,0
19,1,847,6,False,0
19,1,2353,7,False,0
19,1,3721,8,False,0
19,1,468,9,True,75
19,1,4583,10,True,61
19,2,4363,1,True,59
19,2,1782,2,False,0
19,2,3929,3,True,59
19,2,4465,4,True,51
19,2,3881,5,False,0
19,2,577,6,False,0
19,2,4657,7,True,82
19,2,2727,8,True,76
19,2,986,9,False,0
19,2,2668,10,False,0
20,1,3915,1,False,0
20,1,3274,2,False,0
20,1,4796,3,True,72
20,1,1015,4,False,0
20,1,260,5,True,13
20,1,3639,6,False,0
20,1,1780,7,True,28
20,1,3931,8,True,60
20,1,1376,9,False,0
20,1,3666,10,True,29
20,2,4729,1,False,0
20,2,4199,2,True,20
20,2,2067,3,False,0
20,2,715,4,False,0
20,2,840,5,False,0
20,2,168,6,False,0
20,2,16,7,True,28
20,2,715,8,True,10
20,2,774,9,True,22
20,2,2956,10,True,14
20,3,2492,1,False,0
20,3,264,2,False,0
20,3,351,3,False,0
20,3,3696,4,True,48
20,3,4190,5,False,0
20,3,2881,6,True,25
20,3,2801,7,False,0
20,3,4292,8,False,0
20,3,1564,9,False,0
20,3,449,10,True,92
20,4,3962,1,True,55
20,4,3125,2,True,83
20,4,386,3,False,0
20,4,85,4,False,0
20,4,987,5,False,0
20,4,4347,6,True,77
20,4,2052,7,True,38
20,4,546,8,False,0
20,4,4038,9,False,0
20,4,1521,10,True,82
20,5,3084,1,True,48
20,5,1087,2,True,50
20,5,3874,3,False,0
20,5,2933,4,False,0
20,5,4035,5,True,85
20,5,4140,6,False,0
20,5,4762,7,True,79
20,5,3752,8,False,0
20,5,3407,9,False,0
20,5,2317,10,False,0
20,6,1232,1,True,94
20,6,2716,2,False,0
20,6,1686,3,True,54
20,6,227,4,True,84
20,6,3253,5,False,0
20,6,3349,6,True,49
20,6,4684,7,True,94
20,6,685,8,True,74
20,6,1454,9,False,0
20,6,2914,10,True,74
20,7,719,1,False,0
20,7,1658,2,False,0
20,7,3069,3,False,0
20,7,320,4,True,91
20,7,2094,5,False,0
20,7,3030,6,True,59
20,7,2466,7,True,89
20,7,2708,8,True,70
20,7,3243,9,True,20
20,7,1586,10,False,0
20,8,1960,1,False,0
20,8,931,2,False,0
20,8,4399,3,False,0
20,8,4173,4,False,0
20,8,3354,5,True,82
20,8,4121,6,False,0
20,8,4728,7,True,54
20,8,1776,8,True,22
20,8,642,9,False,0
20,8,2452,10,True,90
20,9,1511,1,True,96
20,9,2377,2,False,0
20,9,315,3,False,0
20,9,3263,4,False,0
20,9,211,5,False,0
20,9,1178,6,False,0
20,9,1230,7,True,57
20,9,383,8,False,0
20,9,4558,9,True,48
20,9,1202,10,False,0
20,10,43,1,False,0
20,10,3071,2,False,0
20,10,1838,3,False,0
20,10,1949,4,False,0
20,10,1980,5,False,0
20,10,748,6,True,67
20,10,1879,7,True,57
20,10,2705,8,True,25
20,10,4668,9,False,0
20,10,1038,10,False,0
20,11,506,1,True,79
20,11,426,2,False,0
20,11,64,3,False,0
20,11,118,4,True,42
20,11,3563,5,False,0
20,11,1122,6,True,61
20,11,778,7,False,0
20,11,4182,8,True,83
20,11,557,9,False,0
20,11,4502,10,True,90
21,1,502,1,False,0
21,1,3404,2,True,22
21,1,2498,3,True,98
21,1,4734,4,True,84
21,1,2295,5,False,0
21,1,1421,6,False,0
21,1,3814,7,True,11
21,1,978,8,True,70
21,1,409,9,False,0
21,1,3533,10,True,62
21,2,114,1,False,0
21,2,3260,2,True,67
21,2,2008,3,False,0
21,2,3514,4,False,0
21,2,4615,5,True,14
21,2,556,6,True,55
21,2,188,7,True,74
21,2,2504,8,True,99
21,2,1844,9,False,0
21,2,4150,10,True,46
22,1,313,1,True,78
22,1,2015,2,False,0
22,1,1994,3,True,47
22,1,2582,4,True,26
22,1,3389,5,False,0
22,1,1219,6,True,46
22,1,3908,7,False,0
22,1,2593,8,False,0
22,1,4048,9,True,36
22,1,814,10,True,24
22,2,3550,1,False,0
22,2,1126,2,False,0
22,2,449,3,False,0
22,2,2580,4,True,83
22,2,3547,5,False,0
22,2,2036,6,True,78
22,2,2910,7,False,0
22,2,1624,8,True,82
22,2,4501,9,False,0
22,2,915,10,False,0
22,3,3397,1,True,73
22,3,1647,2,True,83
22,3,391,3,False,0
22,3,3369,4,True,52
22,3,237,5,True,47
22,3,1003,6,True,99
22,3,1231,7,True,79
22,3,3651,8,True,41
22,3,4405,9,True,81
22,3,4419,10,True,22
22,4,3332,1,False,0
22,4,3352,2,True,27
22,4,1192,3,False,0
22,4,2570,4,False,0
22,4,4276,5,True,80
22,4,1539,6,True,39
22,4,824,7,True,63
22,4,4219,8,True,84
22,4,935,9,False,0
22,4,3518,10,True,21
23,1,4491,1,False,0
23,1,4377,2,True,53
23,1,2326,3,False,0
23,1,3575,4,False,0
23,1,3979,5,False,0
23,1,528,6,True,96
23,1,522,7,True,96
23,1,447,8,True,45
23,1,1269,9,False,0
23,1,1082,10,False,0
23,2,4718,1,False,0
23,2,3194,2,False,0
23,2,2160,3,False,0
23,2,3865,4,True,34
23,2,1908,5,False,0
23,2,3729,6,True,74
23,2,487,7,False,0
23,2,1530,8,False,0
23,2,440,9,False,0
23,2,4471,10,False,0
23,3,1725,1,False,0
23,3,3263,2,True,42
23,3,1350,3,False,0
23,3,3692,4,True,55
23,3,2064,5,True,15
23,3,4314,6,False,0
23,3,1951,7,True,30
23,3,4308,8,False,0
23,3,2523,9,True,97
23,3,3997,10,True,29
24,1,3058,1,False,0
24,1,1277,2,False,0
24,1,67,3,False,0
24,1,3584,4,False,0
24,1,3274,5,False,0
24,1,1319,6,True,91
24,1,3902,7,True,34
24,1,4652,8,True,96
24,1,3256,9,False,0
24,1,1818,10,False,0
24,2,2692,1,False,0
24,2,727,2,True,75
24,2,3819,3,True,31
24,2,3978,4,True,91
24,2,4371,5,False,0
24,2,4069,6,False,0
24,2,3367,7,True,15
24,2,4784,8,True,96
24,2,2653,9,True,21
24,2,4045,10,False,0
24,3,4694,1,False,0
24,3,1721,2,True,75
24,3,2424,3,True,21
24,3,4626,4,True,45
24,3,3351,5,True,43
24,3,1739,6,False,0
24,3,3200,7,True,41
24,3,2424,8,True,73
24,3,2723,9,False,0
24,3,4131,10,True,35
25,1,4529,1,True,96
25,1,1115,2,True,17
25,1,299,3,False,0
25,1,3602,4,False,0
25,1,3129,5,False,0
25,1,445,6,False,0
25,1,635,7,False,0
25,1,2346,8,True,51
25,1,735,9,False,0
25,1,2519,10,True,39
25,2,3549,1,False,0
25,2,2638,2,True,27
25,2,1324,3,False,0
25,2,2531,4,False,0
25,2,4704,5,False,0
25,2,1036,6,True,80
25,2,1927,7,False,0
25,2,2059,8,False,0
25,2,4814,9,True,82
25,2,3768,10,True,87
26,1,1185,1,True,27
26,1,1865,2,False,0
26,1,3557,3,False,0
26,1,4113,4,False,0
26,1,3015,5,False,0
26,1,4088,6,False,0
26,1,3506,7,True,40
26,1,3359,8,True,39
26,1,326,9,False,0
26,1,1624,10,True,60
27,1,4270,1,True,67
27,1,2593,2,True,68
27,1,4531,3,True,43
27,1,3125,4,False,0
27,1,2813,5,True,36
27,1,4577,6,True,88
27,1,1731,7,True,39
27,1,765,8,False,0
27,1,410,9,False,0
27,1,2077,10,True,78
28,1,695,1,True,65
28,1,4181,2,True,30
28,1,4609,3,True,87
28,1,1026,4,True,59
28,1,4063,5,True,88
28,1,3669,6,True,13
28,1,4134,7,True,61
28,1,1975,8,True,83
28,1,948,9,False,0
28,1,1416,10,False,0
29,1,323,1,True,83
29,1,3874,2,False,0
29,1,1144,3,True,15
29,1,4661,4,False,0
29,1,1952,5,False,0
29,1,3734,6,True,66
29,1,4211,7,False,0
29,1,173,8,True,43
29,1,4791,9,False,0
29,1,2472,10,False,0
29,2,1769,1,False,0
29,2,4376,2,False,0
29,2,972,3,True,83
29,2,4104,4,False,0
29,2,4482,5,True,32
29,2,3251,6,True,12
29,2,2272,7,True,99
29,2,1038,8,False,0
29,2,1825,9,True,40
29,2,4355,10,False,0
29,3,1655,1,True,38
29,3,1647,2,True,34
29,3,4629,3,False,0
29,3,4369,4,True,84
29,3,2973,5,False,0
29,3,1326,6,False,0
29,3,3420,7,False,0
29,3,4417,8,False,0
29,3,722,9,False,0
29,3,3075,10,False,0
29,4,3865,1,False,0
29,4,3893,2,True,70
29,4,4747,3,False,0
29,4,2851,4,False,0
29,4,2533,5,True,44
29,4,4777,6,False,0
29,4,2902,7,False,0
29,4,4456,8,False,0
29,4,2813,9,False,0
29,4,3496,10,False,0
30,1,3225,1,False,0
30,1,3062,2,True,25
30,1,1909,3,True,78
30,1,2118,4,False,0
30,1,1609,5,False,0
30,1,275,6,True,83
30,1,1672,7,True,96
30,1,1756,8,False,0
30,1,2624,9,True,82
30,1,142,10,True,19
30,2,2400,1,False,0
30,2,2851,2,True,83
30,2,2184,3,True,70
30,2,4098,4,True,88
30,2,1740,5,False,0
30,2,1183,6,True,24
30,2,4297,7,False,0
30,2,163,8,False,0
30,2,3592,9,False,0
30,2,543,10,True,65
31,1,2470,1,False,0
31,1,1107,2,True,79
31,1,3531,3,False,0
31,1,2073,4,False,0
31,1,4623,5,False,0
31,1,4351,6,False,0
31,1,608,7,True,58
31,1,4763,8,True,14
31,1,3679,9,True,85
31,1,2967,10,False,0
31,2,2999,1,True,84
31,2,1469,2,True,65
31,2,2063,3,False,0
31,2,4574,4,True,35
31,2,4257,5,False,0
31,2,960,6,False,0
31,2,681,7,False,0
31,2,1964,8,True,13
31,2,1464,9,False,0
31,2,3460,10,True,51
31,3,3655,1,False,0
31,3,4106,2,True,56
31,3,1188,3,False,0
31,3,2191,4,False,0
31,3,3104,5,True,12
31,3,988,6,False,0
31,3,41,7,False,0
31,3,137,8,True,93
31,3,3977,9,True,87
31,3,3553,10,True,59
31,4,3868,1,False,0
31,4,2504,2,True,49
31,4,4080,3,False,0
31,4,3498,4,False,0
31,4,87,5,True,11
31,4,318,6,False,0
31,4,4378,7,True,12
31,4,4283,8,False,0
31,4,1306,9,False,0
31,4,836,10,False,0
31,5,2712,1,True,11
31,5,126,2,False,0
31,5,760,3,True,66
31,5,1131,4,False,0
31,5,2813,5,False,0
31,5,3785,6,True,67
31,5,108,7,False,0
31,5,954,8,False,0
31,5,3742,9,True,71
31,5,439,10,True,96
32,1,3717,1,False,0
32,1,2374,2,False,0
32,1,3270,3,True,25
32,1,782,4,True,83
32,1,2867,5,True,27
32,1,70,6,True,92
32,1,2565,7,False,0
32,1,2530,8,False,0
32,1,4224,9,False,0
32,1,3250,10,True,72
33,1,3099,1,True,48
33,1,4388,2,True,86
33,1,4337,3,True,68
33,1,3511,4,False,0
33,1,2782,5,False,0
33,1,3119,6,False,0
33,1,4399,7,True,15
33,1,2512,8,False,0
33,1,3160,9,False,0
33,1,468,10,False,0
33,2,2469,1,False,0
33,2,1581,2,True,71
33,2,1491,3,False,0
33,2,1060,4,True,49
33,2,2530,5,False,0
33,2,3192,6,True,36
33,2,2580,7,False,0
33,2,2847,8,False,0
33,2,4684,9,True,46
