UserId,SessionId,ArticleID Served,Article Rank,Click,Time Spent (seconds),Ratings (0 - 5)
2,5,3536,1,False,0,0
2,5,1919,2,False,0,0
2,5,823,3,True,81,0
2,5,85,4,False,0,0
2,5,2303,5,True,44,0
2,5,1263,6,True,28,2
2,5,17,7,False,0,0
2,5,1127,8,False,0,0
2,5,1984,9,False,0,0
2,5,995,10,False,0,0
2,6,2585,1,False,0,0
2,6,2362,2,False,0,0
2,6,653,3,False,0,0
2,6,1567,4,True,83,1
2,6,954,5,True,72,0
2,6,3847,6,True,68,3
2,6,4690,7,False,0,0
2,6,3330,8,False,0,0
2,6,534,9,False,0,0
2,6,128,10,True,20,3
2,7,3204,1,False,0,0
2,7,1350,2,True,55,0
2,7,3079,3,False,0,0
2,7,1061,4,False,0,0
2,7,244,5,True,63,4
2,7,2800,6,False,0,0
2,7,3429,7,False,0,0
2,7,2410,8,True,72,0
2,7,3343,9,False,0,0
2,7,106,10,False,0,0
2,8,3185,1,True,97,1
2,8,3350,2,False,0,0
2,8,2101,3,False,0,0
2,8,301,4,True,89,2
2,8,4281,5,True,17,5
2,8,1169,6,False,0,0
2,8,964,7,True,13,4
2,8,2247,8,True,19,5
2,8,2946,9,False,0,0
2,8,292,10,True,94,5
3,1,3020,1,True,24,1
3,1,4565,2,False,0,0
3,1,2733,3,True,79,4
3,1,2892,4,True,15,5
3,1,368,5,False,0,0
3,1,1787,6,False,0,0
3,1,1960,7,True,94,3
3,1,2927,8,False,0,0
3,1,3336,9,False,0,0
3,1,4099,10,True,22,4
4,1,2447,1,True,44,1
4,1,3193,2,True,47,3
4,1,3102,3,False,0,0
4,1,3153,4,True,64,1
4,1,752,5,False,0,0
4,1,4626,6,False,0,0
4,1,1616,7,False,0,0
4,1,3960,8,False,0,0
4,1,4465,9,False,0,0
4,1,1732,10,False,0,0
5,1,2267,1,True,20,0
5,1,4273,2,True,95,0
5,1,4781,3,True,94,1
5,1,2543,4,False,0,0
5,1,4242,5,True,32,3
5,1,2591,6,False,0,0
5,1,4157,7,False,0,0
5,1,2815,8,True,49,0
5,1,4460,9,False,0,0
5,1,4658,10,False,0,0
6,1,3550,1,False,0,0
6,1,1677,2,True,45,1
6,1,2712,3,True,76,4
6,1,3589,4,True,10,3
6,1,3505,5,False,0,0
6,1,2023,6,False,0,0
6,1,4156,7,True,25,3
6,1,3530,8,False,0,0
6,1,4778,9,False,0,0
6,1,2805,10,False,0,0
6,2,3614,1,True,14,4
6,2,2220,2,True,82,1
6,2,2482,3,False,0,0
6,2,3841,4,False,0,0
6,2,3739,5,False,0,0
6,2,4323,6,True,11,5
6,2,3534,7,True,86,3
6,2,4641,8,True,75,4
6,2,1985,9,False,0,0
6,2,536,10,True,18,1
7,1,4130,1,True,69,3
7,1,381,2,True,27,1
7,1,4115,3,True,86,2
7,1,3124,4,True,34,4
7,1,4507,5,True,24,5
7,1,2891,6,True,83,1
7,1,3685,7,True,97,1
7,1,764,8,False,0,0
7,1,4360,9,True,35,2
7,1,511,10,False,0,0
7,2,4183,1,False,0,0
7,2,1045,2,True,80,5
7,2,4328,3,True,73,0
7,2,75,4,True,73,2
7,2,3056,5,False,0,0
7,2,4780,6,False,0,0
7,2,2083,7,False,0,0
7,2,634,8,False,0,0
7,2,3597,9,False,0,0
7,2,4480,10,False,0,0
7,3,3544,1,True,37,4
7,3,2591,2,False,0,0
7,3,393,3,False,0,0
7,3,1547,4,False,0,0
7,3,2692,5,True,23,2
7,3,2959,6,False,0,0
7,3,975,7,True,95,0
7,3,3755,8,True,46,5
7,3,1749,9,True,15,4
7,3,187,10,False,0,0
7,4,4763,1,False,0,0
7,4,2981,2,True,69,2
7,4,1591,3,True,18,1
7,4,3616,4,True,12,3
7,4,1676,5,True,94,5
7,4,4668,6,False,0,0
7,4,3800,7,False,0,0
7,4,3075,8,False,0,0
7,4,3166,9,False,0,0
7,4,4399,10,False,0,0
7,5,2086,1,True,65,0
7,5,2757,2,True,22,3
7,5,1422,3,False,0,0
7,5,4273,4,True,19,3
7,5,2123,5,True,25,5
7,5,2309,6,True,91,1
7,5,4084,7,True,98,3
7,5,3158,8,True,28,1
7,5,4792,9,True,49,1
7,5,1766,10,True,60,0
7,6,324,1,False,0,0
7,6,551,2,False,0,0
7,6,4438,3,False,0,0
7,6,2221,4,True,11,3
7,6,1721,5,True,81,2
7,6,951,6,False,0,0
7,6,744,7,False,0,0
7,6,746,8,False,0,0
7,6,526,9,True,37,2
7,6,3443,10,True,53,3
8,1,1457,1,False,0,0
8,1,822,2,False,0,0
8,1,1793,3,True,45,3
8,1,1157,4,False,0,0
8,1,4383,5,True,23,0
8,1,2923,6,False,0,0
8,1,1334,7,True,44,2
8,1,448,8,False,0,0
8,1,4271,9,True,97,1
8,1,231,10,False,0,0
8,2,2316,1,False,0,0
8,2,325,2,False,0,0
8,2,597,3,True,84,5
8,2,3278,4,True,65,5
8,2,2049,5,True,95,2
8,2,2828,6,True,31,3
8,2,4399,7,False,0,0
8,2,118,8,False,0,0
8,2,3570,9,True,43,3
8,2,2727,10,True,51,3
8,3,437,1,True,56,3
8,3,1235,2,False,0,0
8,3,1792,3,True,48,1
8,3,2710,4,False,0,0
8,3,3304,5,True,72,3
8,3,765,6,True,25,5
8,3,2866,7,False,0,0
8,3,2398,8,False,0,0
8,3,2236,9,False,0,0
8,3,3782,10,False,0,0
9,1,2646,1,False,0,0
9,1,4550,2,True,88,0
9,1,3225,3,False,0,0
9,1,3223,4,True,68,0
9,1,1939,5,True,33,4
9,1,294,6,True,52,2
9,1,255,7,True,30,5
9,1,2297,8,True,70,5
9,1,3962,9,True,70,3
9,1,3175,10,True,33,4
9,2,4659,1,True,68,3
9,2,1452,2,False,0,0
9,2,1242,3,True,80,0
9,2,82,4,False,0,0
9,2,526,5,True,91,0
9,2,1874,6,False,0,0
9,2,3162,7,True,53,1
9,2,3980,8,False,0,0
9,2,3975,9,True,99,3
9,2,64,10,True,89,3
9,3,600,1,True,92,4
9,3,4524,2,True,57,4
9,3,1065,3,False,0,0
9,3,3687,4,False,0,0
9,3,2205,5,False,0,0
9,3,1120,6,False,0,0
9,3,1327,7,True,14,0
9,3,301,8,False,0,0
9,3,250,9,True,93,2
9,3,1777,10,False,0,0
9,4,1035,1,False,0,0
9,4,1568,2,True,96,1
9,4,2997,3,False,0,0
9,4,3674,4,False,0,0
9,4,2397,5,True,13,0
9,4,3591,6,False,0,0
9,4,626,7,False,0,0
9,4,3598,8,True,84,2
9,4,1633,9,False,0,0
9,4,3247,10,True,25,1
10,1,1587,1,False,0,0
10,1,833,2,False,0,0
10,1,3961,3,False,0,0
10,1,633,4,False,0,0
10,1,3351,5,True,50,2
10,1,4077,6,True,63,0
10,1,3275,7,True,65,3
10,1,1446,8,False,0,0
10,1,4822,9,True,70,5
10,1,2779,10,True,93,2
10,2,1537,1,False,0,0
10,2,4113,2,True,71,2
10,2,3646,3,False,0,0
10,2,3414,4,False,0,0
10,2,121,5,True,65,1
10,2,2079,6,True,54,4
10,2,4638,7,False,0,0
10,2,1942,8,True,60,2
10,2,1209,9,True,88,4
10,2,346,10,False,0,0
10,3,2954,1,True,52,3
10,3,3153,2,True,33,3
10,3,2744,3,True,87,0
10,3,4309,4,True,79,2
10,3,363,5,False,0,0
10,3,4358,6,False,0,0
10,3,2501,7,False,0,0
10,3,3746,8,True,93,1
10,3,1176,9,True,25,4
10,3,4119,10,False,0,0
10,4,3794,1,False,0,0
10,4,970,2,False,0,0
10,4,436,3,True,37,2
10,4,2482,4,True,16,5
10,4,3853,5,True,78,2
10,4,3502,6,False,0,0
10,4,2624,7,True,28,5
10,4,4203,8,False,0,0
10,4,18,9,False,0,0
10,4,4402,10,True,80,1
10,5,3916,1,True,73,4
10,5,833,2,False,0,0
10,5,2017,3,False,0,0
10,5,1113,4,True,58,4
10,5,1440,5,False,0,0
10,5,1975,6,False,0,0
10,5,2177,7,False,0,0
10,5,2981,8,True,85,0
10,5,4538,9,True,63,4
10,5,1495,10,False,0,0
11,1,2770,1,True,80,1
11,1,1073,2,True,65,5
11,1,1438,3,True,69,2
11,1,2632,4,False,0,0
11,1,825,5,True,53,5
11,1,3348,6,False,0,0
11,1,2188,7,True,15,1
11,1,4129,8,False,0,0
11,1,4586,9,True,93,0
11,1,1329,10,True,19,0
11,2,3913,1,True,67,3
11,2,4762,2,True,90,1
11,2,2230,3,False,0,0
11,2,4064,4,False,0,0
11,2,3867,5,False,0,0
11,2,1561,6,False,0,0
11,2,3757,7,True,14,3
11,2,703,8,True,47,4
11,2,3870,9,False,0,0
11,2,2213,10,False,0,0
12,1,237,1,True,75,5
12,1,660,2,False,0,0
12,1,1415,3,True,30,0
12,1,240,4,True,27,2
12,1,4345,5,True,63,3
12,1,3215,6,False,0,0
12,1,3780,7,False,0,0
12,1,4499,8,False,0,0
12,1,3754,9,True,98,1
12,1,1166,10,True,88,4
13,1,2480,1,False,0,0
13,1,3362,2,True,87,0
13,1,211,3,False,0,0
13,1,3864,4,False,0,0
13,1,1095,5,False,0,0
13,1,3592,6,False,0,0
13,1,934,7,False,0,0
13,1,1363,8,False,0,0
13,1,89,9,True,56,0
13,1,4198,10,True,59,5
13,2,1930,1,False,0,0
13,2,2200,2,True,89,1
13,2,3990,3,False,0,0
13,2,3222,4,False,0,0
13,2,899,5,True,31,1
13,2,4207,6,False,0,0
13,2,2199,7,False,0,0
13,2,992,8,False,0,0
13,2,4736,9,True,75,1
13,2,2569,10,False,0,0
13,3,1461,1,False,0,0
13,3,4342,2,False,0,0
13,3,3491,3,True,23,3
13,3,1267,4,True,25,2
13,3,4353,5,False,0,0
13,3,2732,6,False,0,0
13,3,2775,7,False,0,0
13,3,4171,8,True,28,0
13,3,2310,9,True,38,0
13,3,380,10,True,38,0
13,4,2565,1,True,71,4
13,4,4062,2,False,0,0
13,4,3759,3,True,14,1
13,4,1905,4,False,0,0
13,4,2330,5,True,44,2
13,4,4584,6,True,44,1
13,4,631,7,False,0,0
13,4,4624,8,True,16,0
13,4,3808,9,True,21,1
13,4,971,10,True,15,0
13,5,4664,1,True,17,3
13,5,2847,2,False,0,0
13,5,4001,3,True,18,2
13,5,4561,4,False,0,0
13,5,4451,5,False,0,0
13,5,2069,6,True,52,4
13,5,4605,7,True,45,5
13,5,369,8,True,20,0
13,5,2188,9,False,0,0
13,5,3860,10,False,0,0
14,1,433,1,False,0,0
14,1,636,2,False,0,0
14,1,2274,3,True,92,4
14,1,751,4,True,30,5
14,1,2314,5,True,44,0
14,1,1194,6,True,17,3
14,1,815,7,False,0,0
14,1,3612,8,False,0,0
14,1,2614,9,False,0,0
14,1,1547,10,True,61,0
14,2,1313,1,True,76,5
14,2,4487,2,False,0,0
14,2,241,3,True,19,5
14,2,2761,4,False,0,0
14,2,3859,5,False,0,0
14,2,1925,6,True,50,5
14,2,3258,7,True,21,0
14,2,4710,8,False,0,0
14,2,1712,9,False,0,0
14,2,1429,10,False,0,0
14,3,3012,1,False,0,0
14,3,2801,2,False,0,0
14,3,1768,3,False,0,0
14,3,4353,4,False,0,0
14,3,2730,5,False,0,0
14,3,1631,6,True,27,0
14,3,273,7,False,0,0
14,3,2882,8,True,47,5
14,3,2755,9,True,72,4
14,3,4489,10,True,45,0
14,4,1158,1,False,0,0
14,4,1190,2,True,72,3
14,4,3878,3,False,0,0
14,4,3399,4,True,14,3
14,4,122,5,True,87,4
14,4,1212,6,False,0,0
14,4,2893,7,True,67,3
14,4,1444,8,True,69,0
14,4,2372,9,False,0,0
14,4,2444,10,False,0,0
14,5,3077,1,True,76,1
14,5,2494,2,True,99,3
14,5,3008,3,True,43,5
14,5,540,4,False,0,0
14,5,857,5,False,0,0
14,5,3179,6,False,0,0
14,5,4821,7,True,84,3
14,5,4399,8,True,90,4
14,5,1035,9,True,97,4
14,5,2575,10,False,0,0
15,1,2478,1,True,87,3
15,1,328,2,True,16,0
15,1,826,3,True,54,3
15,1,3444,4,True,27,4
15,1,160,5,True,21,3
15,1,1929,6,False,0,0
15,1,4101,7,False,0,0
15,1,566,8,False,0,0
15,1,548,9,False,0,0
15,1,284,10,True,67,1
16,1,4252,1,False,0,0
16,1,1668,2,True,54,4
16,1,1022,3,False,0,0
16,1,1589,4,True,28,5
16,1,850,5,False,0,0
16,1,3593,6,True,24,4
16,1,4078,7,False,0,0
16,1,1974,8,False,0,0
16,1,170,9,True,46,3
16,1,2160,10,True,95,0
17,1,291,1,False,0,0
17,1,900,2,True,35,3
17,1,1201,3,True,23,5
17,1,4345,4,False,0,0
17,1,126,5,True,76,4
17,1,3992,6,True,36,0
17,1,3712,7,False,0,0
17,1,142,8,True,20,2
17,1,1333,9,False,0,0
17,1,2347,10,False,0,0
18,1,495,1,True,65,1
18,1,2230,2,True,12,5
18,1,1510,3,True,17,4
18,1,2163,4,False,0,0
18,1,1302,5,True,89,1
18,1,1460,6,True,97,3
18,1,4757,7,False,0,0
18,1,3054,8,True,47,2
18,1,4706,9,True,96,1
18,1,1460,10,False,0,0
19,1,2752,1,False,0,0
19,1,1090,2,True,31,3
19,1,3609,3,True,98,1
19,1,3667,4,True,89,4
19,1,1579,5,True,96,4
19,1,3322,6,False,0,0
19,1,3414,7,True,39,0
19,1,3857,8,True,78,4
19,1,42,9,True,61,2
19,1,2640,10,False,0,0
19,2,1784,1,True,41,3
19,2,928,2,False,0,0
19,2,4639,3,False,0,0
19,2,190,4,False,0,0
19,2,3672,5,False,0,0
19,2,1881,6,False,0,0
19,2,2306,7,True,49,4
19,2,3776,8,False,0,0
19,2,4583,9,True,47,0
19,2,732,10,True,26,3
19,3,480,1,True,28,4
19,3,2597,2,False,0,0
19,3,4147,3,True,98,2
19,3,402,4,False,0,0
19,3,3373,5,True,25,5
19,3,3966,6,False,0,0
19,3,588,7,True,50,5
19,3,4229,8,False,0,0
19,3,3282,9,False,0,0
19,3,1086,10,False,0,0
19,4,1789,1,False,0,0
19,4,4050,2,True,81,0
19,4,1245,3,True,75,3
19,4,2272,4,True,24,1
19,4,3092,5,True,99,2
19,4,481,6,False,0,0
19,4,1884,7,True,67,1
19,4,88,8,False,0,0
19,4,3928,9,True,19,2
19,4,3314,10,False,0,0
19,5,1619,1,False,0,0
19,5,3518,2,True,51,1
19,5,3071,3,False,0,0
19,5,1547,4,True,56,3
19,5,2805,5,False,0,0
19,5,2493,6,False,0,0
19,5,2136,7,True,18,4
19,5,238,8,True,94,1
19,5,1751,9,True,62,3
19,5,700,10,True,92,1
19,6,4040,1,True,86,4
19,6,3828,2,False,0,0
19,6,4379,3,False,0,0
19,6,3763,4,True,97,5
19,6,3133,5,True,49,4
19,6,4337,6,True,64,2
19,6,3817,7,True,28,2
19,6,2198,8,False,0,0
19,6,3696,9,False,0,0
19,6,447,10,False,0,0
19,7,470,1,True,99,1
19,7,236,2,True,32,1
19,7,1205,3,False,0,0
19,7,1663,4,True,57,2
19,7,4506,5,False,0,0
19,7,3993,6,False,0,0
19,7,253,7,False,0,0
19,7,2463,8,False,0,0
19,7,1815,9,False,0,0
19,7,287,10,True,12,1
20,1,447,1,True,67,1
20,1,1296,2,False,0,0
20,1,2230,3,False,0,0
20,1,2177,4,True,89,4
20,1,4198,5,True,36,5
20,1,269,6,True,11,0
20,1,779,7,False,0,0
20,1,205,8,False,0,0
20,1,4645,9,False,0,0
20,1,3884,10,True,96,1
21,1,3592,1,True,52,1
21,1,268,2,True,16,3
21,1,1416,3,False,0,0
21,1,2969,4,True,82,1
21,1,271,5,False,0,0
21,1,3531,6,True,76,5
21,1,72,7,False,0,0
21,1,2763,8,False,0,0
21,1,4658,9,False,0,0
21,1,3255,10,True,78,2
22,1,2898,1,False,0,0
22,1,834,2,False,0,0
22,1,1220,3,True,99,1
22,1,1459,4,True,98,1
22,1,682,5,True,66,5
22,1,2744,6,True,69,0
22,1,2161,7,False,0,0
22,1,3968,8,False,0,0
22,1,771,9,False,0,0
22,1,1497,10,True,52,2
22,2,3363,1,False,0,0
22,2,3599,2,True,69,3
22,2,3469,3,True,45,5
22,2,1435,4,True,67,1
22,2,2794,5,False,0,0
22,2,260,6,True,81,3
22,2,1514,7,False,0,0
22,2,3227,8,True,73,1
22,2,500,9,True,74,1
22,2,1116,10,False,0,0
22,3,138,1,True,94,5
22,3,3421,2,True,51,2
22,3,4681,3,False,0,0
22,3,841,4,False,0,0
22,3,3729,5,True,21,2
22,3,4698,6,True,21,2
22,3,4719,7,False,0,0
22,3,1077,8,True,79,2
22,3,4339,9,True,29,0
22,3,239,10,True,76,5
22,4,2302,1,False,0,0
22,4,4524,2,True,27,2
22,4,4433,3,True,77,2
22,4,637,4,True,60,2
22,4,1479,5,False,0,0
22,4,2416,6,False,0,0
22,4,4164,7,True,27,5
22,4,4279,8,False,0,0
22,4,2500,9,False,0,0
22,4,389,10,False,0,0
22,5,3309,1,True,97,1
22,5,1681,2,True,84,1
22,5,689,3,True,51,0
22,5,1346,4,False,0,0
22,5,3484,5,False,0,0
22,5,957,6,False,0,0
22,5,1416,7,False,0,0
22,5,1234,8,False,0,0
22,5,1485,9,False,0,0
22,5,3978,10,False,0,0
22,6,549,1,True,27,4
22,6,2035,2,False,0,0
22,6,779,3,False,0,0
22,6,71,4,True,16,2
22,6,2220,5,False,0,0
22,6,4516,6,False,0,0
22,6,1391,7,False,0,0
22,6,933,8,False,0,0
22,6,3167,9,False,0,0
22,6,441,10,True,16,4
23,1,2588,1,False,0,0
23,1,1011,2,False,0,0
23,1,638,3,False,0,0
23,1,4172,4,True,63,2
23,1,4372,5,True,16,3
23,1,2458,6,True,28,5
23,1,1987,7,False,0,0
23,1,599,8,False,0,0
23,1,3105,9,True,92,3
23,1,1795,10,True,36,4
23,2,1894,1,False,0,0
23,2,2259,2,True,15,4
23,2,3158,3,True,99,4
23,2,4640,4,False,0,0
23,2,2936,5,True,78,3
23,2,3581,6,False,0,0
23,2,3633,7,True,51,3
23,2,3383,8,False,0,0
23,2,502,9,True,90,5
23,2,4790,10,False,0,0
24,1,3480,1,True,43,1
24,1,4426,2,True,43,5
24,1,2966,3,True,75,2
24,1,1722,4,False,0,0
24,1,2570,5,False,0,0
24,1,3793,6,False,0,0
24,1,971,7,False,0,0
24,1,3663,8,False,0,0
24,1,4415,9,True,81,1
24,1,140,10,True,71,4
24,2,859,1,True,70,1
24,2,3782,2,False,0,0
24,2,2112,3,False,0,0
24,2,3739,4,False,0,0
24,2,3481,5,True,15,1
24,2,4710,6,True,60,1
24,2,1378,7,True,25,3
24,2,4705,8,False,0,0
24,2,3142,9,False,0,0
24,2,1801,10,False,0,0
24,3,2532,1,False,0,0
24,3,4492,2,False,0,0
24,3,2796,3,True,97,0
24,3,860,4,False,0,0
24,3,4009,5,False,0,0
24,3,3155,6,True,12,4
24,3,4071,7,True,61,0
24,3,1113,8,False,0,0
24,3,2072,9,False,0,0
24,3,4182,10,True,72,0
24,4,1792,1,True,18,0
24,4,3456,2,False,0,0
24,4,1876,3,False,0,0
24,4,2763,4,True,51,3
24,4,729,5,True,56,1
24,4,3866,6,False,0,0
24,4,2990,7,True,84,4
24,4,4443,8,False,0,0
24,4,3673,9,False,0,0
24,4,4796,10,False,0,0
24,5,4768,1,True,67,0
24,5,3667,2,False,0,0
24,5,3234,3,False,0,0
24,5,469,4,True,97,1
24,5,2185,5,False,0,0
24,5,2709,6,True,86,4
24,5,2404,7,False,0,0
24,5,1835,8,False,0,0
24,5,2303,9,True,72,3
24,5,2934,10,True,95,3
24,6,1241,1,False,0,0
24,6,4405,2,True,60,4
24,6,491,3,True,67,0
24,6,474,4,False,0,0
24,6,1559,5,True,49,4
24,6,1400,6,False,0,0
24,6,1428,7,True,28,5
24,6,2666,8,True,54,0
24,6,3774,9,False,0,0
24,6,2201,10,True,15,5
24,7,4586,1,False,0,0
24,7,1255,2,True,26,1
24,7,2492,3,True,75,0
24,7,3289,4,False,0,0
24,7,1857,5,False,0,0
24,7,145,6,False,0,0
24,7,1915,7,False,0,0
24,7,3236,8,True,91,2
24,7,843,9,False,0,0
24,7,3438,10,False,0,0
24,8,1597,1,False,0,0
24,8,4635,2,True,94,5
24,8,3556,3,True,68,1
24,8,3441,4,False,0,0
24,8,1764,5,False,0,0
24,8,2601,6,True,63,2
24,8,4389,7,True,68,5
24,8,2472,8,True,76,0
24,8,172,9,False,0,0
24,8,2744,10,True,71,0
24,9,4807,1,True,79,5
24,9,952,2,False,0,0
24,9,556,3,True,69,2
24,9,4109,4,False,0,0
24,9,566,5,False,0,0
24,9,2569,6,True,20,3
24,9,2303,7,False,0,0
24,9,291,8,False,0,0
24,9,997,9,False,0,0
24,9,4131,10,True,53,3
24,10,1452,1,False,0,0
24,10,4818,2,False,0,0
24,10,4072,3,True,25,4
24,10,3318,4,True,87,4
24,10,1276,5,True,33,1
24,10,2096,6,False,0,0
24,10,4425,7,True,81,3
24,10,4824,8,True,98,2
24,10,4188,9,False,0,0
24,10,4826,10,True,90,3
24,11,3103,1,False,0,0
24,11,1876,2,False,0,0
24,11,4041,3,False,0,0
24,11,1085,4,False,0,0
24,11,1086,5,False,0,0
24,11,884,6,False,0,0
24,11,3132,7,True,47,4
24,11,3216,8,False,0,0
24,11,1377,9,True,58,0
24,11,3440,10,False,0,0
25,1,4024,1,False,0,0
25,1,2586,2,True,67,1
25,1,1905,3,False,0,0
25,1,4815,4,False,0,0
25,1,3518,5,True,19,2
25,1,2076,6,False,0,0
25,1,3970,7,False,0,0
25,1,1737,8,True,73,2
25,1,4427,9,False,0,0
25,1,873,10,True,20,4
25,2,1963,1,False,0,0
25,2,3350,2,True,87,3
25,2,2762,3,True,36,4
25,2,4438,4,True,76,4
25,2,2119,5,True,49,5
25,2,1018,6,False,0,0
25,2,2566,7,True,21,4
25,2,2039,8,True,44,1
25,2,594,9,True,61,2
25,2,1083,10,False,0,0
26,1,2386,1,True,49,2
26,1,3128,2,True,58,1
26,1,3259,3,False,0,0
26,1,4050,4,False,0,0
26,1,2103,5,False,0,0
26,1,3620,6,True,19,3
26,1,4739,7,False,0,0
26,1,3017,8,True,91,5
26,1,1103,9,True,34,1
26,1,4334,10,True,40,4
27,1,1636,1,True,61,4
27,1,4596,2,True,10,4
27,1,2408,3,True,50,1
27,1,1858,4,False,0,0
27,1,1415,5,False,0,0
27,1,1968,6,False,0,0
27,1,3584,7,False,0,0
27,1,63,8,False,0,0
27,1,3304,9,False,0,0
27,1,3718,10,True,20,4
28,1,1309,1,False,0,0
28,1,1118,2,True,25,2
28,1,1272,3,False,0,0
28,1,4660,4,False,0,0
28,1,2389,5,False,0,0
28,1,3752,6,True,69,1
28,1,3532,7,False,0,0
28,1,4139,8,True,15,2
28,1,3453,9,True,17,0
28,1,362,10,False,0,0
28,2,712,1,True,73,3
28,2,38,2,False,0,0
28,2,2637,3,True,29,2
28,2,3093,4,False,0,0
28,2,2206,5,False,0,0
28,2,3742,6,True,53,4
28,2,4059,7,False,0,0
28,2,4511,8,True,47,3
28,2,3486,9,False,0,0
28,2,2585,10,False,0,0
28,3,2029,1,True,80,4
28,3,716,2,False,0,0
28,3,358,3,True,60,4
28,3,410,4,True,11,4
28,3,3531,5,False,0,0
28,3,425,6,True,86,1
28,3,3670,7,False,0,0
28,3,145,8,True,21,5
28,3,2623,9,False,0,0
28,3,4503,10,True,17,1
28,4,130,1,False,0,0
28,4,1594,2,False,0,0
28,4,236,3,False,0,0
28,4,1946,4,False,0,0
28,4,1968,5,True,61,2
28,4,4030,6,False,0,0
28,4,1590,7,True,55,4
28,4,3438,8,True,80,4
28,4,1615,9,False,0,0
28,4,746,10,False,0,0
28,5,1610,1,True,54,1
28,5,1496,2,False,0,0
28,5,1598,3,False,0,0
28,5,2164,4,True,16,3
28,5,373,5,True,69,3
28,5,3507,6,False,0,0
28,5,2052,7,False,0,0
28,5,25,8,True,57,5
28,5,2042,9,False,0,0
28,5,3575,10,True,45,5
28,6,3411,1,False,0,0
28,6,3912,2,False,0,0
28,6,1550,3,False,0,0
28,6,679,4,True,25,1
28,6,217,5,True,44,0
28,6,216,6,False,0,0
28,6,1351,7,False,0,0
28,6,2012,8,False,0,0
28,6,820,9,True,22,3
